mouse_ensembl_id,pos_id,mouse_gene_symbol,description,gene_biotype,chromosome_name,start_position,end_position,human_ensembl_id,human_gene_symbol
ENSMUSG00000000126,11:35809358-63627072,Wnt9a,"wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]",protein_coding,11,59197754,59224378,ENSG00000143816,WNT9A
ENSMUSG00000005362,6:94125505-114040606,Crbn,cereblon [Source:MGI Symbol;Acc:MGI:1913277],protein_coding,6,106757162,106777038,ENSG00000113851,CRBN
ENSMUSG00000005362,6:94629421-110857727,Crbn,cereblon [Source:MGI Symbol;Acc:MGI:1913277],protein_coding,6,106757162,106777038,ENSG00000113851,CRBN
ENSMUSG00000005362,6:97887040-110857727,Crbn,cereblon [Source:MGI Symbol;Acc:MGI:1913277],protein_coding,6,106757162,106777038,ENSG00000113851,CRBN
ENSMUSG00000005362,6:97887040-114006765,Crbn,cereblon [Source:MGI Symbol;Acc:MGI:1913277],protein_coding,6,106757162,106777038,ENSG00000113851,CRBN
ENSMUSG00000005364,6:91585075-114006765,Il5ra,"interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]",protein_coding,6,106687318,106725998,ENSG00000091181,IL5RA
ENSMUSG00000005364,6:94125505-114040606,Il5ra,"interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]",protein_coding,6,106687318,106725998,ENSG00000091181,IL5RA
ENSMUSG00000005364,6:94629421-110857727,Il5ra,"interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]",protein_coding,6,106687318,106725998,ENSG00000091181,IL5RA
ENSMUSG00000005364,6:97887040-110857727,Il5ra,"interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]",protein_coding,6,106687318,106725998,ENSG00000091181,IL5RA
ENSMUSG00000005364,6:97887040-114006765,Il5ra,"interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]",protein_coding,6,106687318,106725998,ENSG00000091181,IL5RA
ENSMUSG00000005373,5:124251012-135511572,Mlxipl,MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999],protein_coding,5,135118744,135167236,ENSG00000009950,MLXIPL
ENSMUSG00000005373,5:124251012-135570882,Mlxipl,MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999],protein_coding,5,135118744,135167236,ENSG00000009950,MLXIPL
ENSMUSG00000005374,5:124251012-135511572,Tbl2,transducin (beta)-like 2 [Source:MGI Symbol;Acc:MGI:1351652],protein_coding,5,135178511,135194614,ENSG00000106638,TBL2
ENSMUSG00000005374,5:124251012-135570882,Tbl2,transducin (beta)-like 2 [Source:MGI Symbol;Acc:MGI:1351652],protein_coding,5,135178511,135194614,ENSG00000106638,TBL2
ENSMUSG00000005378,5:124251012-135511572,Bud23,"BUD23, rRNA methyltransferase and ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913388]",protein_coding,5,135081811,135093813,ENSG00000071462,BUD23
ENSMUSG00000005378,5:124251012-135570882,Bud23,"BUD23, rRNA methyltransferase and ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913388]",protein_coding,5,135081811,135093813,ENSG00000071462,BUD23
ENSMUSG00000005417,11:35809358-63627072,Mprip,myosin phosphatase Rho interacting protein [Source:MGI Symbol;Acc:MGI:1349438],protein_coding,11,59552131,59671686,ENSG00000133030,MPRIP
ENSMUSG00000005501,1:83531318-109440125,Usp40,ubiquitin specific peptidase 40 [Source:MGI Symbol;Acc:MGI:2443184],protein_coding,1,87872841,87936273,ENSG00000085982,USP40
ENSMUSG00000005615,16:27222692-38021943,Pcyt1a,"phosphate cytidylyltransferase 1, choline, alpha isoform [Source:MGI Symbol;Acc:MGI:88557]",protein_coding,16,32249739,32293888,ENSG00000161217,PCYT1A
ENSMUSG00000005802,2:106343051-134274315,Slc30a4,"solute carrier family 30 (zinc transporter), member 4 [Source:MGI Symbol;Acc:MGI:1345282]",protein_coding,2,122523153,122544583,ENSG00000104154,SLC30A4
ENSMUSG00000005802,2:106343051-138061588,Slc30a4,"solute carrier family 30 (zinc transporter), member 4 [Source:MGI Symbol;Acc:MGI:1345282]",protein_coding,2,122523153,122544583,ENSG00000104154,SLC30A4
ENSMUSG00000005802,2:108607222-137784113,Slc30a4,"solute carrier family 30 (zinc transporter), member 4 [Source:MGI Symbol;Acc:MGI:1345282]",protein_coding,2,122523153,122544583,ENSG00000104154,SLC30A4
ENSMUSG00000005803,2:106343051-134274315,Sqor,sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899],protein_coding,2,122607157,122651489,ENSG00000137767,SQOR
ENSMUSG00000005803,2:106343051-138061588,Sqor,sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899],protein_coding,2,122607157,122651489,ENSG00000137767,SQOR
ENSMUSG00000005803,2:108607222-137784113,Sqor,sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899],protein_coding,2,122607157,122651489,ENSG00000137767,SQOR
ENSMUSG00000005804,2:106343051-134274315,Bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]",protein_coding,2,122580423,122591395,ENSG00000104164,BLOC1S6
ENSMUSG00000005804,2:106343051-138061588,Bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]",protein_coding,2,122580423,122591395,ENSG00000104164,BLOC1S6
ENSMUSG00000005804,2:108607222-137784113,Bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]",protein_coding,2,122580423,122591395,ENSG00000104164,BLOC1S6
ENSMUSG00000005813,3:126967070-149860268,Metap1,methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874],protein_coding,3,138164717,138195276,ENSG00000164024,METAP1
ENSMUSG00000005813,3:127136685-149860268,Metap1,methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874],protein_coding,3,138164717,138195276,ENSG00000164024,METAP1
ENSMUSG00000005813,3:132284330-149860268,Metap1,methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874],protein_coding,3,138164717,138195276,ENSG00000164024,METAP1
ENSMUSG00000005813,3:135966956-148127038,Metap1,methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874],protein_coding,3,138164717,138195276,ENSG00000164024,METAP1
ENSMUSG00000005892,6:89791333-97966510,Trh,thyrotropin releasing hormone [Source:MGI Symbol;Acc:MGI:98823],protein_coding,6,92219042,92221631,ENSG00000170893,TRH
ENSMUSG00000005892,6:91585075-114006765,Trh,thyrotropin releasing hormone [Source:MGI Symbol;Acc:MGI:98823],protein_coding,6,92219042,92221631,ENSG00000170893,TRH
ENSMUSG00000005893,6:89791333-97966510,Nr2c2,"nuclear receptor subfamily 2, group C, member 2 [Source:MGI Symbol;Acc:MGI:1352466]",protein_coding,6,92068371,92151275,ENSG00000177463,NR2C2
ENSMUSG00000005893,6:91585075-114006765,Nr2c2,"nuclear receptor subfamily 2, group C, member 2 [Source:MGI Symbol;Acc:MGI:1352466]",protein_coding,6,92068371,92151275,ENSG00000177463,NR2C2
ENSMUSG00000006169,11:35809358-63627072,Clint1,clathrin interactor 1 [Source:MGI Symbol;Acc:MGI:2144243],protein_coding,11,45742791,45801452,ENSG00000113282,CLINT1
ENSMUSG00000006169,11:39435941-58117125,Clint1,clathrin interactor 1 [Source:MGI Symbol;Acc:MGI:2144243],protein_coding,11,45742791,45801452,ENSG00000113282,CLINT1
ENSMUSG00000006362,8:112691719-127272752,Cbfa2t3,CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013],protein_coding,8,123351880,123425848,ENSG00000129993,CBFA2T3
ENSMUSG00000006362,8:114537131-125008212,Cbfa2t3,CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013],protein_coding,8,123351880,123425848,ENSG00000129993,CBFA2T3
ENSMUSG00000006362,8:119627135-129911543,Cbfa2t3,CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013],protein_coding,8,123351880,123425848,ENSG00000129993,CBFA2T3
ENSMUSG00000006362,8:119648807-129039065,Cbfa2t3,CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013],protein_coding,8,123351880,123425848,ENSG00000129993,CBFA2T3
ENSMUSG00000006362,8:121838387-125008212,Cbfa2t3,CBFA2/RUNX1 translocation partner 3 [Source:MGI Symbol;Acc:MGI:1338013],protein_coding,8,123351880,123425848,ENSG00000129993,CBFA2T3
ENSMUSG00000006517,8:112691719-127272752,Mvd,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],protein_coding,8,123160340,123170161,ENSG00000167508,MVD
ENSMUSG00000006517,8:114537131-125008212,Mvd,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],protein_coding,8,123160340,123170161,ENSG00000167508,MVD
ENSMUSG00000006517,8:119627135-129911543,Mvd,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],protein_coding,8,123160340,123170161,ENSG00000167508,MVD
ENSMUSG00000006517,8:119648807-129039065,Mvd,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],protein_coding,8,123160340,123170161,ENSG00000167508,MVD
ENSMUSG00000006517,8:121838387-125008212,Mvd,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],protein_coding,8,123160340,123170161,ENSG00000167508,MVD
ENSMUSG00000006519,8:112691719-127272752,Cyba,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",protein_coding,8,123151515,123159669,ENSG00000051523,CYBA
ENSMUSG00000006519,8:114537131-125008212,Cyba,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",protein_coding,8,123151515,123159669,ENSG00000051523,CYBA
ENSMUSG00000006519,8:119627135-129911543,Cyba,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",protein_coding,8,123151515,123159669,ENSG00000051523,CYBA
ENSMUSG00000006519,8:119648807-129039065,Cyba,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",protein_coding,8,123151515,123159669,ENSG00000051523,CYBA
ENSMUSG00000006519,8:121838387-125008212,Cyba,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",protein_coding,8,123151515,123159669,ENSG00000051523,CYBA
ENSMUSG00000006585,8:112691719-127272752,Cdt1,chromatin licensing and DNA replication factor 1 [Source:MGI Symbol;Acc:MGI:1914427],protein_coding,8,123294754,123300293,ENSG00000167513,CDT1
ENSMUSG00000006585,8:114537131-125008212,Cdt1,chromatin licensing and DNA replication factor 1 [Source:MGI Symbol;Acc:MGI:1914427],protein_coding,8,123294754,123300293,ENSG00000167513,CDT1
ENSMUSG00000006585,8:119627135-129911543,Cdt1,chromatin licensing and DNA replication factor 1 [Source:MGI Symbol;Acc:MGI:1914427],protein_coding,8,123294754,123300293,ENSG00000167513,CDT1
ENSMUSG00000006585,8:119648807-129039065,Cdt1,chromatin licensing and DNA replication factor 1 [Source:MGI Symbol;Acc:MGI:1914427],protein_coding,8,123294754,123300293,ENSG00000167513,CDT1
ENSMUSG00000006585,8:121838387-125008212,Cdt1,chromatin licensing and DNA replication factor 1 [Source:MGI Symbol;Acc:MGI:1914427],protein_coding,8,123294754,123300293,ENSG00000167513,CDT1
ENSMUSG00000006587,8:112691719-127272752,Snai3,snail family zinc finger 3 [Source:MGI Symbol;Acc:MGI:1353563],protein_coding,8,123180947,123187472,ENSG00000185669,SNAI3
ENSMUSG00000006587,8:114537131-125008212,Snai3,snail family zinc finger 3 [Source:MGI Symbol;Acc:MGI:1353563],protein_coding,8,123180947,123187472,ENSG00000185669,SNAI3
ENSMUSG00000006587,8:119627135-129911543,Snai3,snail family zinc finger 3 [Source:MGI Symbol;Acc:MGI:1353563],protein_coding,8,123180947,123187472,ENSG00000185669,SNAI3
ENSMUSG00000006587,8:119648807-129039065,Snai3,snail family zinc finger 3 [Source:MGI Symbol;Acc:MGI:1353563],protein_coding,8,123180947,123187472,ENSG00000185669,SNAI3
ENSMUSG00000006587,8:121838387-125008212,Snai3,snail family zinc finger 3 [Source:MGI Symbol;Acc:MGI:1353563],protein_coding,8,123180947,123187472,ENSG00000185669,SNAI3
ENSMUSG00000006589,8:112691719-127272752,Aprt,adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061],protein_coding,8,123301374,123303648,ENSG00000198931,APRT
ENSMUSG00000006589,8:114537131-125008212,Aprt,adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061],protein_coding,8,123301374,123303648,ENSG00000198931,APRT
ENSMUSG00000006589,8:119627135-129911543,Aprt,adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061],protein_coding,8,123301374,123303648,ENSG00000198931,APRT
ENSMUSG00000006589,8:119648807-129039065,Aprt,adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061],protein_coding,8,123301374,123303648,ENSG00000198931,APRT
ENSMUSG00000006589,8:121838387-125008212,Aprt,adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061],protein_coding,8,123301374,123303648,ENSG00000198931,APRT
ENSMUSG00000006932,9:118019954-122842140,Ctnnb1,catenin beta 1 [Source:MGI Symbol;Acc:MGI:88276],protein_coding,9,120758282,120789573,ENSG00000168036,CTNNB1
ENSMUSG00000006941,9:118019954-122842140,Eif1b,eukaryotic translation initiation factor 1B [Source:MGI Symbol;Acc:MGI:1916219],protein_coding,9,120321298,120324396,ENSG00000114784,EIF1B
ENSMUSG00000007207,5:124251012-135511572,Stx1a,syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355],protein_coding,5,135052336,135079954,ENSG00000106089,STX1A
ENSMUSG00000007207,5:124251012-135570882,Stx1a,syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355],protein_coding,5,135052336,135079954,ENSG00000106089,STX1A
ENSMUSG00000007653,11:35809358-63627072,Gabrb2,gamma-aminobutyric acid type A receptor subunit beta 2 [Source:MGI Symbol;Acc:MGI:95620],protein_coding,11,42310584,42519855,ENSG00000145864,GABRB2
ENSMUSG00000007653,11:39435941-58117125,Gabrb2,gamma-aminobutyric acid type A receptor subunit beta 2 [Source:MGI Symbol;Acc:MGI:95620],protein_coding,11,42310584,42519855,ENSG00000145864,GABRB2
ENSMUSG00000007777,11:35809358-63627072,Trappc2b,trafficking protein particle complex 2B [Source:MGI Symbol;Acc:MGI:1913300],protein_coding,11,51576213,51579701,"",""
ENSMUSG00000007777,11:39435941-58117125,Trappc2b,trafficking protein particle complex 2B [Source:MGI Symbol;Acc:MGI:1913300],protein_coding,11,51576213,51579701,"",""
ENSMUSG00000007805,1:83531318-109440125,Twist2,twist basic helix-loop-helix transcription factor 2 [Source:MGI Symbol;Acc:MGI:104685],protein_coding,1,91729183,91775750,ENSG00000233608,TWIST2
ENSMUSG00000007827,6:115413776-118980203,Ankrd26,ankyrin repeat domain 26 [Source:MGI Symbol;Acc:MGI:1917887],protein_coding,6,118478269,118539187,"",""
ENSMUSG00000007850,11:35809358-63627072,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925],protein_coding,11,50267817,50277355,ENSG00000169045,HNRNPH1
ENSMUSG00000007850,11:39435941-58117125,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925],protein_coding,11,50267817,50277355,ENSG00000169045,HNRNPH1
ENSMUSG00000008348,5:124251012-135511572,Ubc,ubiquitin C [Source:MGI Symbol;Acc:MGI:98889],protein_coding,5,125463029,125467266,ENSG00000150991,UBC
ENSMUSG00000008348,5:124251012-135570882,Ubc,ubiquitin C [Source:MGI Symbol;Acc:MGI:98889],protein_coding,5,125463029,125467266,ENSG00000150991,UBC
ENSMUSG00000008843,5:124251012-135511572,Cldn13,claudin 13 [Source:MGI Symbol;Acc:MGI:1913102],protein_coding,5,134943103,134944380,ENSG00000189143,CLDN4
ENSMUSG00000008843,5:124251012-135570882,Cldn13,claudin 13 [Source:MGI Symbol;Acc:MGI:1913102],protein_coding,5,134943103,134944380,ENSG00000189143,CLDN4
ENSMUSG00000008874,8:112691719-127272752,Clec3a,"C-type lectin domain family 3, member a [Source:MGI Symbol;Acc:MGI:2685642]",protein_coding,8,115144826,115152586,ENSG00000166509,CLEC3A
ENSMUSG00000008874,8:114537131-125008212,Clec3a,"C-type lectin domain family 3, member a [Source:MGI Symbol;Acc:MGI:2685642]",protein_coding,8,115144826,115152586,ENSG00000166509,CLEC3A
ENSMUSG00000008874,8:114550090-119324387,Clec3a,"C-type lectin domain family 3, member a [Source:MGI Symbol;Acc:MGI:2685642]",protein_coding,8,115144826,115152586,ENSG00000166509,CLEC3A
ENSMUSG00000008874,8:114987147-119324387,Clec3a,"C-type lectin domain family 3, member a [Source:MGI Symbol;Acc:MGI:2685642]",protein_coding,8,115144826,115152586,ENSG00000166509,CLEC3A
ENSMUSG00000009549,2:106343051-134274315,Srp14,signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169],protein_coding,2,118306331,118310192,ENSG00000140319,SRP14
ENSMUSG00000009549,2:106343051-138061588,Srp14,signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169],protein_coding,2,118306331,118310192,ENSG00000140319,SRP14
ENSMUSG00000009549,2:108607222-137784113,Srp14,signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169],protein_coding,2,118306331,118310192,ENSG00000140319,SRP14
ENSMUSG00000009894,11:35809358-63627072,Snap47,"synaptosomal-associated protein, 47 [Source:MGI Symbol;Acc:MGI:1915076]",protein_coding,11,59297960,59342012,ENSG00000143740,SNAP47
ENSMUSG00000009900,11:35809358-63627072,Wnt3a,"wingless-type MMTV integration site family, member 3A [Source:MGI Symbol;Acc:MGI:98956]",protein_coding,11,59138859,59181578,ENSG00000154342,WNT3A
ENSMUSG00000009905,1:83531318-109440125,Kdsr,3-ketodihydrosphingosine reductase [Source:MGI Symbol;Acc:MGI:1918000],protein_coding,1,106648189,106687457,ENSG00000119537,KDSR
ENSMUSG00000009907,1:83531318-109440125,Vps4b,vacuolar protein sorting 4B [Source:MGI Symbol;Acc:MGI:1100499],protein_coding,1,106691801,106724458,ENSG00000119541,VPS4B
ENSMUSG00000010025,11:35809358-63627072,Aldh3a2,"aldehyde dehydrogenase family 3, subfamily A2 [Source:MGI Symbol;Acc:MGI:1353452]",protein_coding,11,61114243,61158290,ENSG00000072210,ALDH3A2
ENSMUSG00000010086,11:35809358-63627072,Rnf112,ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611],protein_coding,11,61339268,61344957,ENSG00000128482,RNF112
ENSMUSG00000010122,11:35809358-63627072,Slc47a1,"solute carrier family 47, member 1 [Source:MGI Symbol;Acc:MGI:1914723]",protein_coding,11,61234227,61269171,ENSG00000142494,SLC47A1
ENSMUSG00000010142,11:35809358-63627072,Tnfrsf13b,"tumor necrosis factor receptor superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1889411]",protein_coding,11,61017581,61040198,ENSG00000240505,TNFRSF13B
ENSMUSG00000010154,8:112691719-127272752,Spire2,spire type actin nucleation factor 2 [Source:MGI Symbol;Acc:MGI:2446256],protein_coding,8,124059452,124096254,ENSG00000204991,SPIRE2
ENSMUSG00000010154,8:114537131-125008212,Spire2,spire type actin nucleation factor 2 [Source:MGI Symbol;Acc:MGI:2446256],protein_coding,8,124059452,124096254,ENSG00000204991,SPIRE2
ENSMUSG00000010154,8:119627135-129911543,Spire2,spire type actin nucleation factor 2 [Source:MGI Symbol;Acc:MGI:2446256],protein_coding,8,124059452,124096254,ENSG00000204991,SPIRE2
ENSMUSG00000010154,8:119648807-129039065,Spire2,spire type actin nucleation factor 2 [Source:MGI Symbol;Acc:MGI:2446256],protein_coding,8,124059452,124096254,ENSG00000204991,SPIRE2
ENSMUSG00000010154,8:121838387-125008212,Spire2,spire type actin nucleation factor 2 [Source:MGI Symbol;Acc:MGI:2446256],protein_coding,8,124059452,124096254,ENSG00000204991,SPIRE2
ENSMUSG00000010461,10:22606097-53647231,Eya4,EYA transcriptional coactivator and phosphatase 4 [Source:MGI Symbol;Acc:MGI:1337104],protein_coding,10,22978862,23226684,ENSG00000112319,EYA4
ENSMUSG00000010461,10:22659757-45774910,Eya4,EYA transcriptional coactivator and phosphatase 4 [Source:MGI Symbol;Acc:MGI:1337104],protein_coding,10,22978862,23226684,ENSG00000112319,EYA4
ENSMUSG00000010651,9:118019954-122842140,Acaa1b,acetyl-Coenzyme A acyltransferase 1B [Source:MGI Symbol;Acc:MGI:3605455],protein_coding,9,118977091,118986161,ENSG00000060971,ACAA1
ENSMUSG00000010660,9:118019954-122842140,Plcd1,"phospholipase C, delta 1 [Source:MGI Symbol;Acc:MGI:97614]",protein_coding,9,118900595,118922570,ENSG00000187091,PLCD1
ENSMUSG00000010803,11:35809358-63627072,Gabra1,gamma-aminobutyric acid type A receptor subunit alpha 1 [Source:MGI Symbol;Acc:MGI:95613],protein_coding,11,42021766,42073757,ENSG00000022355,GABRA1
ENSMUSG00000010803,11:39435941-58117125,Gabra1,gamma-aminobutyric acid type A receptor subunit alpha 1 [Source:MGI Symbol;Acc:MGI:95613],protein_coding,11,42021766,42073757,ENSG00000022355,GABRA1
ENSMUSG00000011008,3:126967070-149860268,Mcoln2,mucolipin 2 [Source:MGI Symbol;Acc:MGI:1915529],protein_coding,3,145855588,145901268,ENSG00000153898,MCOLN2
ENSMUSG00000011008,3:127136685-149860268,Mcoln2,mucolipin 2 [Source:MGI Symbol;Acc:MGI:1915529],protein_coding,3,145855588,145901268,ENSG00000153898,MCOLN2
ENSMUSG00000011008,3:132284330-149860268,Mcoln2,mucolipin 2 [Source:MGI Symbol;Acc:MGI:1915529],protein_coding,3,145855588,145901268,ENSG00000153898,MCOLN2
ENSMUSG00000011008,3:135966956-148127038,Mcoln2,mucolipin 2 [Source:MGI Symbol;Acc:MGI:1915529],protein_coding,3,145855588,145901268,ENSG00000153898,MCOLN2
ENSMUSG00000011254,11:35809358-63627072,Thg1l,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913878],protein_coding,11,45837670,45846321,ENSG00000113272,THG1L
ENSMUSG00000011254,11:39435941-58117125,Thg1l,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913878],protein_coding,11,45837670,45846321,ENSG00000113272,THG1L
ENSMUSG00000011256,11:35809358-63627072,Adam19,ADAM metallopeptidase domain 19 [Source:MGI Symbol;Acc:MGI:105377],protein_coding,11,45946819,46038170,"",""
